age,gender,department,job_level,marital_status,monthly_income,years_at_company,overtime,performance_rating,distance_from_home_km,training_hours_last_year,Attrition
48,F,Engineering,2,Single,15901.0,28,Yes,4,4.5,143.0,0
54,M,Support,3,Married,2607.0,30,No,1,0.5,144.0,0
46,M,Support,2,Divorced,5806.0,16,No,3,5.8,134.0,0
20,M,Engineering,1,Divorced,7430.0,10,Yes,3,6.699999999999999,44.0,0
33,M,Engineering,2,Single,6744.0,9,No,3,11.3,39.0,0
48,F,Engineering,3,Single,11577.0,17,No,4,19.7,125.0,1
46,F,Finance,1,Single,6623.0,0,No,3,7.199999999999999,179.0,0
25,M,Support,3,Divorced,5681.0,12,Yes,3,9.7,114.0,0
48,F,HR,1,Married,2654.0,7,No,3,24.8,11.0,0
52,F,Engineering,1,Single,7714.0,11,No,4,3.7,113.0,0
35,F,Sales,3,Single,5143.0,9,Yes,3,14.2,199.0,0
54,M,Sales,3,Single,5812.0,2,No,3,6.800000000000001,168.0,0
57,F,Engineering,2,Single,11033.0,1,Yes,3,7.3,4.0,1
33,M,Support,2,Married,6889.0,26,No,3,15.7,117.0,0
44,F,Sales,1,Single,5478.0,18,No,3,1.2000000000000002,61.0,0
43,M,Finance,1,Married,9512.0,28,Yes,3,6.9,42.0,0
51,M,Engineering,2,Married,9824.0,26,Yes,4,12.1,0.0,0
61,F,Engineering,3,Single,11016.0,23,No,3,11.4,43.0,0
49,M,Sales,4,Married,5145.0,14,No,3,8.6,109.0,0
19,F,HR,1,Single,10310.0,27,Yes,3,2.7,85.0,0
40,F,Engineering,1,Divorced,4880.0,18,Yes,3,4.4,157.0,0
42,M,Engineering,3,Married,4998.0,25,No,1,19.1,96.0,0
46,M,Engineering,1,Married,10338.0,15,Yes,3,10.0,148.0,0
33,M,Engineering,1,Married,4416.0,28,No,1,38.6,137.0,1
37,M,Engineering,3,Divorced,10175.0,14,No,3,20.5,59.0,0
55,F,Sales,2,Single,3722.0,0,Yes,2,6.699999999999999,54.0,0
22,F,Support,1,Married,5985.0,12,Yes,3,17.7,28.0,0
23,M,Finance,1,Married,6659.0,23,No,2,4.1,120.0,0
24,F,Support,3,Single,2919.0,33,No,1,-0.3,158.0,0
44,M,Engineering,2,Married,7800.0,31,No,3,11.7,25.0,0
61,F,Support,3,Single,5809.0,0,No,3,20.7,105.0,0
28,F,HR,3,Married,8872.0,32,Yes,3,19.2,35.0,0
42,M,Support,1,Married,11106.0,36,Yes,3,0.8999999999999999,58.0,0
37,M,Sales,2,Married,19404.0,3,No,1,26.3,97.0,0
30,M,Finance,1,Divorced,6224.0,28,No,3,19.2,69.0,0
29,F,HR,2,Married,3395.0,13,No,3,9.7,90.0,1
53,M,Support,2,Married,14671.0,27,Yes,3,0.6000000000000001,26.0,0
41,F,Engineering,1,Divorced,5363.0,38,No,3,3.0,139.0,0
54,M,Engineering,3,Married,4793.0,38,No,3,9.3,18.0,0
20,M,HR,3,Married,3926.0,33,No,3,6.300000000000001,130.0,0
59,F,Sales,4,Divorced,5645.0,15,No,2,25.5,95.0,0
59,M,HR,1,Divorced,3211.0,31,No,3,9.8,67.0,0
35,F,Sales,3,Married,14769.0,38,No,4,1.7000000000000002,104.0,0
33,F,Support,2,Single,5713.0,24,No,2,5.2,56.0,0
26,M,Sales,2,Married,6525.0,39,No,1,5.8,116.0,0
35,M,Engineering,3,Married,10065.0,37,No,3,1.5,68.0,0
19,F,HR,2,Married,5461.0,17,No,1,21.9,146.0,1
21,F,Engineering,4,Divorced,11955.0,20,No,3,2.7,192.0,0
52,F,Finance,3,Divorced,6595.0,23,Yes,3,18.2,67.0,0
48,M,Support,3,Divorced,5513.0,33,No,3,7.6,26.0,0
59,M,Engineering,4,Married,6542.0,1,No,3,11.6,67.0,1
41,M,Finance,2,Married,10929.0,31,Yes,2,9.1,135.0,0
49,F,Engineering,1,Married,6961.0,12,Yes,3,2.6,2.0,0
62,M,Sales,4,Single,4391.0,25,No,3,8.1,151.0,0
49,F,Finance,3,Divorced,1791.0,15,No,3,6.699999999999999,104.0,0
43,F,Finance,5,Divorced,4703.0,26,No,3,-1.2,149.0,0
42,F,Sales,2,Married,5826.0,4,Yes,4,26.1,192.0,1
41,F,Engineering,1,Married,8017.0,1,No,3,26.5,95.0,0
23,F,HR,3,Single,7815.0,38,No,2,10.6,155.0,0
28,F,Engineering,1,Married,12446.0,16,No,2,7.199999999999999,143.0,0
38,M,Engineering,2,Single,11129.0,29,Yes,4,0.7999999999999998,88.0,0
22,M,Finance,4,Single,3776.0,4,No,3,3.6,155.0,0
43,M,Engineering,3,Married,8860.0,5,No,3,1.9,109.0,0
22,M,Finance,2,Single,14288.0,16,No,3,21.8,170.0,0
20,F,Finance,5,Married,12489.0,1,No,3,11.7,24.0,0
61,F,Engineering,1,Divorced,11447.0,1,Yes,3,12.2,182.0,0
55,F,Support,2,Married,6163.0,25,Yes,3,33.3,20.0,0
35,F,Finance,4,Married,3460.0,0,No,3,13.2,113.0,0
33,M,Engineering,2,Married,3354.0,22,Yes,4,9.7,31.0,0
26,F,Sales,2,Single,11794.0,36,Yes,2,3.9,131.0,0
19,M,Support,2,Single,4439.0,29,No,2,7.4,165.0,0
31,F,Engineering,2,Married,7996.0,39,No,3,-0.7,153.0,0
55,M,Engineering,2,Single,3877.0,14,No,3,32.1,13.0,1
59,F,Support,2,Single,7697.0,15,Yes,3,14.8,42.0,0
30,M,Engineering,1,Married,1735.0,33,No,3,11.1,17.0,0
32,M,Sales,4,Single,6959.0,8,Yes,3,2.4000000000000004,164.0,0
55,M,Sales,1,Divorced,11397.0,12,No,4,5.8,151.0,0
45,M,Support,2,Divorced,3854.0,22,No,3,12.5,127.0,0
55,M,Sales,1,Single,2944.0,31,Yes,4,7.9,190.0,0
34,F,Sales,3,Married,9910.0,6,No,2,7.5,102.0,0
31,M,Finance,3,Married,9446.0,33,No,3,36.7,158.0,0
26,M,Sales,1,Single,6012.0,29,No,4,3.7,95.0,0
33,F,Sales,1,Divorced,18088.0,33,No,3,9.3,117.0,0
62,M,Sales,1,Single,2986.0,24,No,3,14.2,102.0,1
41,M,Finance,2,Single,5342.0,27,No,2,24.5,188.0,1
45,M,Engineering,1,Single,5242.0,0,No,3,12.9,97.0,1
48,F,Finance,2,Single,7586.0,39,No,2,14.7,179.0,0
27,F,Finance,3,Divorced,4242.0,14,Yes,3,4.2,6.0,0
54,M,Sales,2,Married,7030.0,18,No,3,17.3,110.0,0
25,M,Engineering,1,Single,8488.0,6,Yes,4,1.4,140.0,0
25,F,Support,2,Married,3784.0,27,No,3,11.1,180.0,0
37,M,Sales,3,Married,4116.0,22,No,3,17.5,117.0,0
54,M,Sales,1,Married,8589.0,36,No,3,11.9,131.0,0
36,F,HR,4,Single,10187.0,1,No,4,5.5,86.0,0
38,F,Sales,1,Married,10888.0,28,No,2,8.5,29.0,0
19,F,Support,2,Married,6901.0,21,No,3,17.3,64.0,0
53,M,Support,3,Divorced,4940.0,15,No,2,4.8,167.0,0
22,M,Support,3,Single,8565.0,27,No,2,6.5,76.0,0
22,F,Sales,5,Married,5625.0,30,Yes,2,9.4,34.0,0
26,F,Engineering,1,Married,12723.0,12,No,4,1.2000000000000002,66.0,0
29,M,Sales,2,Single,4750.0,27,Yes,2,18.1,43.0,1
56,F,Support,1,Single,6618.0,30,Yes,2,0.2000000000000001,169.0,0
63,M,Sales,3,Married,4408.0,4,No,2,6.1,111.0,0
51,F,Finance,5,Single,10864.0,11,Yes,4,10.1,21.0,0
50,M,Engineering,1,Divorced,9235.0,5,Yes,2,-0.1,15.0,0
20,M,Support,2,Single,12945.0,26,No,4,2.4000000000000004,6.0,0
58,M,Sales,1,Married,6661.0,15,No,3,15.4,177.0,0
32,F,HR,5,Single,9882.0,40,No,2,1.7000000000000002,120.0,0
23,F,Finance,3,Single,4203.0,0,No,3,14.6,45.0,0
20,F,Sales,1,Divorced,4599.0,6,No,3,19.1,111.0,0
32,F,Sales,1,Married,7713.0,2,No,3,5.4,155.0,0
52,M,Engineering,5,Married,2528.0,7,No,4,12.6,127.0,1
21,M,HR,4,Single,2890.0,15,No,3,15.0,20.0,0
52,F,Finance,4,Divorced,5084.0,14,No,3,4.8,97.0,0
58,F,Engineering,3,Divorced,4720.0,1,No,3,12.8,156.0,0
57,M,Engineering,4,Single,5805.0,13,No,4,0.7000000000000002,58.0,0
62,M,Engineering,2,Single,7975.0,38,No,1,5.5,74.0,0
45,M,Finance,2,Married,11220.0,22,Yes,3,19.7,135.0,0
62,M,Support,1,Married,4584.0,28,No,3,13.0,181.0,0
23,F,HR,4,Divorced,8312.0,16,No,2,6.4,190.0,0
49,F,Support,3,Married,11018.0,34,No,3,8.9,190.0,0
59,M,Sales,1,Married,9244.0,19,No,3,11.5,90.0,0
42,M,HR,2,Single,4935.0,21,Yes,3,19.5,7.0,0
38,F,Engineering,3,Single,11266.0,22,No,3,3.6,19.0,0
54,F,Sales,5,Single,6736.0,2,No,3,23.9,17.0,0
40,F,Engineering,2,Single,3677.0,7,No,2,-0.5,143.0,0
59,F,Sales,3,Married,7307.0,22,No,3,9.2,188.0,0
50,F,Sales,1,Married,6648.0,19,Yes,3,11.9,43.0,0
38,F,Finance,4,Married,10365.0,5,No,3,2.7,148.0,0
38,M,Support,2,Married,6450.0,36,Yes,3,11.4,60.0,0
28,M,Finance,1,Married,4766.0,19,No,4,7.800000000000001,140.0,0
48,M,Sales,1,Married,14213.0,0,Yes,3,11.5,186.0,0
48,F,Engineering,2,Single,9015.0,27,Yes,1,1.1,181.0,0
43,F,Finance,4,Single,5636.0,18,No,3,1.0,75.0,0
58,F,Sales,2,Single,8345.0,21,Yes,3,11.9,147.0,0
56,F,Sales,1,Married,14558.0,20,Yes,2,5.5,80.0,0
61,F,Engineering,2,Married,8001.0,4,Yes,3,1.9,153.0,0
38,F,HR,1,Married,8996.0,14,No,4,7.300000000000001,181.0,0
35,M,Engineering,2,Married,8826.0,22,No,4,3.5,29.0,0
59,F,Support,3,Divorced,4664.0,10,Yes,3,5.4,127.0,0
62,F,Engineering,3,Married,7432.0,34,Yes,3,3.2,154.0,0
62,M,Finance,2,Single,8863.0,10,No,2,6.6,161.0,0
28,M,Engineering,1,Single,15573.0,6,No,1,7.199999999999999,60.0,0
34,F,Sales,2,Divorced,9056.0,14,No,3,5.3,33.0,0
51,M,Finance,2,Single,4419.0,37,No,2,23.6,76.0,0
42,M,Engineering,2,Single,7390.0,32,No,4,13.2,147.0,0
58,F,Sales,2,Married,4816.0,7,No,3,32.5,109.0,1
46,M,Finance,4,Single,5639.0,3,No,3,27.7,117.0,0
38,M,Support,2,Single,6194.0,23,Yes,3,2.8,130.0,0
34,M,HR,1,Married,8547.0,9,No,2,8.7,94.0,0
32,M,Support,1,Single,3677.0,0,Yes,1,4.5,107.0,0
46,M,Sales,2,Single,16115.0,32,Yes,2,21.0,36.0,0
52,M,Sales,2,Married,11762.0,24,Yes,3,5.1,194.0,0
41,M,Support,3,Single,8179.0,21,No,3,4.7,17.0,0
33,M,Finance,2,Married,3869.0,1,No,3,-0.3999999999999999,99.0,0
44,M,Engineering,3,Single,12737.0,6,Yes,3,23.9,83.0,0
34,M,Support,4,Single,14597.0,20,Yes,4,11.5,111.0,0
24,F,Sales,2,Divorced,6549.0,9,Yes,2,11.9,116.0,0
45,M,Engineering,1,Single,6509.0,27,No,2,22.8,157.0,0
25,F,Finance,1,Single,12821.0,29,No,4,1.4,165.0,0
28,M,Support,2,Married,6872.0,26,No,3,1.6,86.0,0
28,F,Engineering,1,Married,4675.0,19,No,2,1.7999999999999998,91.0,0
24,M,Sales,1,Single,4951.0,32,No,3,1.7999999999999998,126.0,0
26,M,Finance,1,Married,8993.0,6,Yes,3,12.6,43.0,0
56,M,Engineering,1,Married,5103.0,40,Yes,2,18.9,109.0,0
33,F,Engineering,1,Married,8181.0,2,No,3,6.300000000000001,60.0,0
48,F,Engineering,4,Married,12255.0,10,Yes,3,8.2,159.0,0
46,M,Sales,2,Married,14836.0,15,Yes,3,2.4000000000000004,141.0,0
51,F,Support,2,Married,5265.0,24,No,3,6.199999999999999,176.0,0
52,M,Engineering,1,Married,6765.0,39,No,4,21.8,45.0,0
26,M,HR,3,Divorced,4902.0,8,No,3,1.4,72.0,0
60,M,Sales,1,Married,5376.0,39,No,4,11.4,62.0,0
26,F,Engineering,1,Married,8216.0,17,No,4,11.7,175.0,0
35,F,Engineering,4,Single,4997.0,23,Yes,3,16.1,24.0,0
27,M,Finance,1,Married,7902.0,33,No,3,7.4,97.0,0
46,F,Engineering,2,Married,9111.0,27,No,3,14.1,170.0,0
54,M,Support,1,Married,20974.0,33,No,4,6.0,134.0,0
64,M,Support,2,Divorced,6420.0,17,Yes,2,8.2,25.0,0
20,M,Engineering,2,Married,5577.0,15,Yes,2,2.7,64.0,0
54,F,Engineering,1,Married,5682.0,33,Yes,1,4.5,112.0,0
26,F,Engineering,2,Married,14585.0,15,Yes,3,12.9,123.0,0
64,F,Engineering,3,Married,6159.0,28,No,2,3.8,41.0,0
25,F,Engineering,3,Divorced,7378.0,16,No,3,7.199999999999999,131.0,0
32,M,HR,2,Single,16082.0,24,Yes,3,11.5,28.0,0
27,F,Finance,3,Married,6618.0,28,No,3,1.2999999999999998,177.0,0
38,M,Finance,3,Married,10979.0,17,No,3,3.6,122.0,0
42,F,Finance,1,Married,6216.0,37,No,3,5.9,44.0,0
20,F,Engineering,3,Single,15290.0,5,No,3,8.4,121.0,0
48,F,HR,1,Married,8315.0,40,No,3,2.7,177.0,0
38,M,Support,1,Single,4878.0,28,No,4,8.2,159.0,0
26,F,Support,2,Married,2845.0,3,Yes,1,16.3,36.0,1
53,M,Support,1,Single,3464.0,39,No,3,4.8,139.0,0
50,M,Sales,2,Married,2833.0,30,No,2,4.4,141.0,0
39,M,Finance,4,Single,7056.0,32,No,3,12.7,29.0,0
36,F,Finance,3,Single,3708.0,13,Yes,3,14.5,53.0,0
23,F,Finance,1,Married,2768.0,6,No,2,26.5,85.0,1
26,F,Engineering,3,Single,5673.0,17,No,2,14.9,26.0,0
22,F,Sales,1,Single,9654.0,19,Yes,2,5.8,19.0,0
25,F,HR,1,Married,4056.0,25,No,2,9.3,149.0,1
20,M,Finance,3,Married,8979.0,25,Yes,3,10.8,46.0,0
30,M,HR,2,Single,3772.0,13,Yes,3,2.4000000000000004,111.0,0
31,F,Engineering,4,Single,11064.0,21,No,3,14.7,56.0,0
64,M,Engineering,1,Married,11302.0,40,No,3,14.4,11.0,0
34,F,Engineering,2,Single,6500.0,19,Yes,2,15.9,123.0,0
38,F,Engineering,1,Single,6459.0,36,No,3,3.2,133.0,0
54,F,Engineering,1,Married,8782.0,39,No,3,1.1,104.0,0
30,M,HR,1,Single,5818.0,3,No,2,5.1,96.0,0
51,M,Support,2,Single,4452.0,5,No,2,7.0,45.0,0
36,F,Sales,1,Single,4562.0,5,No,2,18.4,69.0,1
48,F,Sales,2,Single,15142.0,26,Yes,3,5.5,5.0,0
38,F,Finance,2,Single,6559.0,35,No,3,15.7,183.0,0
31,M,Engineering,4,Married,3182.0,34,Yes,3,9.7,79.0,0
44,F,Finance,3,Married,9126.0,24,No,3,3.1,42.0,0
36,F,Sales,3,Married,4652.0,37,No,3,19.1,190.0,0
50,F,Support,2,Divorced,8508.0,25,No,3,8.7,157.0,0
57,M,Sales,2,Married,4058.0,28,Yes,2,16.8,124.0,1
35,M,Support,1,Married,6875.0,9,No,1,12.4,81.0,0
38,M,Finance,3,Married,7991.0,40,No,3,21.8,175.0,0
20,F,Finance,1,Single,3606.0,24,No,2,0.2000000000000001,43.0,0
53,F,Finance,1,Married,9348.0,3,Yes,3,10.2,186.0,0
35,M,Engineering,1,Single,6755.0,38,No,4,7.0,143.0,0
36,M,Support,2,Single,7449.0,40,No,3,2.5,136.0,0
19,F,Sales,3,Single,10916.0,26,No,3,6.699999999999999,66.0,0
29,F,Engineering,2,Single,3625.0,4,No,3,23.0,180.0,0
20,M,Engineering,4,Married,7322.0,27,No,3,15.1,65.0,0
47,M,Sales,2,Divorced,4492.0,33,No,3,52.5,168.0,0
37,M,Support,4,Married,5731.0,10,No,3,1.4,152.0,0
23,F,Engineering,2,Single,15765.0,7,No,4,12.0,84.0,0
39,F,Engineering,5,Married,4429.0,33,No,2,15.2,115.0,0
59,M,Engineering,4,Married,6099.0,20,No,3,16.3,17.0,0
19,M,Sales,4,Single,7124.0,30,No,1,4.0,158.0,0
51,F,HR,1,Single,2799.0,23,No,4,12.1,187.0,0
52,F,Support,1,Married,6442.0,10,No,3,13.7,144.0,0
43,M,Support,2,Single,6683.0,7,Yes,1,4.3,40.0,0
55,M,Support,1,Single,23260.0,36,No,3,27.5,166.0,0
42,F,Engineering,2,Divorced,5753.0,32,No,4,24.0,119.0,0
39,F,Finance,5,Single,6952.0,35,No,3,9.6,103.0,0
20,F,Sales,1,Married,9988.0,12,No,2,5.6,88.0,0
31,F,Sales,1,Married,3580.0,33,No,2,6.6,199.0,0
30,F,Support,1,Single,8676.0,7,No,3,3.6,33.0,0
51,M,Engineering,5,Married,10641.0,15,No,2,2.4000000000000004,130.0,0
28,F,Support,2,Single,13594.0,17,No,1,5.9,75.0,0
21,F,Finance,4,Single,7621.0,5,Yes,3,4.0,99.0,0
36,M,Sales,1,Single,9596.0,4,No,2,18.7,15.0,0
31,M,Sales,1,Married,4422.0,38,No,1,5.8,2.0,0
40,M,Engineering,1,Married,7714.0,36,No,3,11.6,149.0,0
33,M,Engineering,1,Married,11259.0,15,Yes,2,7.300000000000001,120.0,0
53,M,Support,4,Married,9917.0,26,No,3,12.4,65.0,0
22,F,Sales,1,Single,5380.0,20,No,3,6.800000000000001,79.0,0
31,M,Finance,4,Married,12298.0,12,No,4,4.8,78.0,0
61,M,Engineering,1,Married,4842.0,37,No,3,2.4000000000000004,60.0,0
20,F,Engineering,3,Single,16638.0,0,No,3,7.1,93.0,0
40,M,Engineering,1,Single,15856.0,40,Yes,3,6.1,81.0,0
21,F,Sales,2,Married,4055.0,31,No,2,25.0,159.0,1
64,M,HR,3,Single,7906.0,5,Yes,2,14.5,164.0,0
36,M,Engineering,3,Divorced,14032.0,35,No,3,19.2,38.0,0
33,M,Finance,2,Single,3904.0,0,No,3,5.5,12.0,0
61,F,Sales,2,Married,4762.0,15,No,2,8.6,6.0,0
43,F,Engineering,3,Divorced,9081.0,31,No,4,6.699999999999999,99.0,0
42,M,Finance,3,Divorced,12639.0,1,No,2,13.4,32.0,0
21,M,Support,2,Single,4689.0,19,No,3,4.1,89.0,0
29,M,Sales,2,Married,7440.0,6,No,3,11.3,193.0,0
22,F,Sales,1,Married,23954.0,38,Yes,3,12.7,174.0,0
41,M,Sales,1,Married,6460.0,39,No,3,28.9,158.0,0
36,F,Support,2,Married,6150.0,25,Yes,3,13.3,21.0,0
43,M,Sales,2,Married,19615.0,7,Yes,2,2.4000000000000004,50.0,0
38,M,Support,4,Single,5893.0,9,No,3,1.2000000000000002,181.0,0
64,M,Engineering,1,Divorced,7407.0,38,No,3,1.2999999999999998,47.0,0
33,M,Support,2,Single,5711.0,33,No,3,2.3,47.0,0
52,M,Engineering,1,Single,6731.0,11,No,2,1.0,92.0,0
60,M,Engineering,4,Single,11290.0,7,No,2,15.3,10.0,0
39,M,Support,3,Single,7023.0,9,No,3,2.7,137.0,0
41,F,HR,3,Single,8350.0,35,Yes,4,-0.3999999999999999,165.0,0
55,M,HR,2,Single,2758.0,37,No,3,8.7,120.0,1
27,F,Sales,2,Single,15204.0,17,No,2,10.1,96.0,0
26,M,HR,2,Single,6325.0,33,No,2,4.8,120.0,0
63,F,Support,2,Single,6931.0,21,Yes,3,8.8,28.0,0
58,M,Engineering,1,Married,7830.0,30,Yes,3,20.3,179.0,0
56,F,Finance,3,Married,20226.0,10,No,3,3.1,116.0,0
42,M,Engineering,2,Married,4703.0,6,No,3,7.1,176.0,0
54,F,Support,1,Married,1502.0,9,Yes,2,9.0,192.0,1
43,M,Support,1,Single,12289.0,16,No,3,1.9,174.0,0
44,F,Engineering,1,Divorced,3929.0,16,No,2,8.4,162.0,0
46,F,Engineering,5,Single,12400.0,10,No,3,4.4,10.0,0
25,M,Finance,2,Single,5583.0,30,No,3,1.2999999999999998,30.0,0
33,F,Sales,2,Single,15282.0,12,No,2,22.8,1.0,0
19,M,Finance,1,Divorced,7710.0,22,No,4,0.0,95.0,0
23,M,Support,1,Single,18832.0,33,No,3,18.8,73.0,0
33,F,Engineering,4,Married,11478.0,28,Yes,3,14.2,4.0,0
59,F,Sales,1,Married,8389.0,24,Yes,4,9.3,50.0,0
40,M,Engineering,2,Single,17582.0,0,Yes,3,7.4,124.0,0
40,F,Sales,1,Divorced,8321.0,0,Yes,1,10.7,90.0,0
55,F,Engineering,1,Married,14888.0,19,Yes,4,14.5,67.0,1
23,M,Engineering,5,Single,24258.0,12,Yes,3,-0.3999999999999999,88.0,0
47,F,Engineering,2,Divorced,6003.0,35,Yes,2,10.9,95.0,1
50,F,Sales,2,Divorced,5585.0,36,No,3,29.0,96.0,0
33,F,Finance,2,Married,13047.0,11,No,3,9.2,188.0,0
59,M,Engineering,2,Single,8222.0,26,No,2,4.9,82.0,0
19,M,Engineering,5,Married,5427.0,6,No,2,14.5,120.0,0
32,F,Engineering,1,Single,3321.0,9,No,4,3.7,112.0,0
32,F,Engineering,2,Single,3244.0,31,No,4,8.0,94.0,0
41,F,Sales,1,Single,8210.0,22,No,3,0.7000000000000002,14.0,0
38,M,HR,1,Divorced,6213.0,18,No,2,10.0,68.0,1
50,M,Engineering,2,Single,4065.0,21,No,1,0.7999999999999998,150.0,0
25,F,Engineering,4,Single,7832.0,16,No,3,15.2,75.0,1
21,M,HR,1,Married,7454.0,2,No,1,13.3,140.0,0
57,F,Finance,3,Married,2071.0,34,No,4,10.7,149.0,0
51,F,Finance,3,Married,9874.0,32,No,3,-0.5,86.0,0
31,F,Engineering,3,Divorced,9558.0,5,No,3,2.3,0.0,0
63,M,Support,3,Married,7512.0,26,Yes,4,8.6,40.0,0
56,M,Engineering,4,Single,7757.0,4,No,3,6.300000000000001,36.0,0
44,M,HR,1,Divorced,9743.0,9,No,3,0.8999999999999999,166.0,0
40,F,Engineering,3,Divorced,8535.0,14,Yes,4,-1.1,141.0,0
29,M,Engineering,3,Married,5732.0,33,No,2,20.8,163.0,0
44,M,Finance,5,Married,1694.0,27,Yes,3,7.9,147.0,0
19,F,Support,2,Divorced,5312.0,4,No,2,9.8,148.0,0
57,F,Engineering,1,Single,7048.0,29,No,3,19.5,186.0,0
21,F,Support,1,Married,3182.0,5,No,3,2.8,72.0,0
48,M,Engineering,3,Single,5834.0,12,Yes,3,15.2,59.0,1
30,M,Sales,1,Married,18787.0,26,Yes,3,21.0,102.0,0
52,M,Finance,5,Married,9967.0,10,No,1,17.2,179.0,0
44,M,Engineering,1,Divorced,9512.0,11,No,2,3.8,179.0,0
48,F,Engineering,2,Single,5663.0,1,No,3,6.4,192.0,0
62,F,HR,3,Married,4683.0,30,Yes,2,13.9,191.0,0
61,F,Sales,1,Single,9739.0,7,Yes,1,8.5,194.0,0
51,M,HR,2,Single,3783.0,6,No,1,7.9,23.0,1
20,M,Finance,1,Divorced,6517.0,4,Yes,2,4.5,0.0,0
45,M,Finance,4,Single,8120.0,16,No,3,10.8,34.0,0
29,M,Support,1,Divorced,1681.0,40,No,3,14.9,67.0,0
44,M,Sales,1,Married,4341.0,29,Yes,2,10.0,57.0,0
46,F,Engineering,1,Married,7275.0,2,No,3,13.3,0.0,1
47,M,HR,1,Single,8186.0,12,Yes,3,17.9,49.0,1
54,M,Finance,4,Married,5545.0,30,No,2,5.1,174.0,0
44,M,Finance,2,Divorced,11673.0,11,No,3,8.9,40.0,0
39,M,Support,1,Single,5912.0,27,No,3,1.6,54.0,0
25,M,Sales,2,Single,4911.0,14,No,4,15.7,179.0,1
62,F,Sales,1,Married,9741.0,26,No,3,-1.3,38.0,0
28,F,Finance,1,Married,3759.0,33,Yes,1,8.3,3.0,0
53,F,Finance,5,Married,2392.0,6,No,4,12.6,184.0,0
49,F,Sales,2,Single,5184.0,12,No,3,1.5,23.0,0
19,M,Support,1,Married,5978.0,11,No,4,2.0,110.0,0
56,M,Finance,2,Single,5361.0,18,Yes,2,12.3,42.0,1
42,M,Engineering,2,Married,6747.0,39,No,3,3.4000000000000004,149.0,0
42,M,Engineering,2,Divorced,9996.0,14,No,3,4.7,168.0,0
40,M,Sales,1,Single,6788.0,30,No,3,10.7,4.0,0
27,M,Engineering,2,Married,4870.0,3,Yes,4,1.7999999999999998,170.0,0
53,M,HR,2,Married,5624.0,35,No,3,0.2999999999999998,161.0,0
33,F,Engineering,4,Single,7258.0,13,No,3,4.8,8.0,0
54,M,Sales,2,Single,5756.0,37,Yes,4,14.8,186.0,0
25,F,Engineering,2,Single,10513.0,22,No,3,2.6,17.0,0
63,F,Sales,3,Married,9475.0,24,No,3,6.4,38.0,0
64,M,Engineering,1,Married,7846.0,25,No,3,10.3,194.0,0
18,M,Support,1,Divorced,4849.0,16,Yes,3,23.9,177.0,1
22,M,Sales,4,Single,6826.0,26,No,2,16.3,28.0,1
37,F,Engineering,1,Single,10251.0,29,No,1,12.8,115.0,1
40,F,Support,3,Single,6889.0,12,No,4,6.0,42.0,0
48,M,Finance,1,Married,7011.0,39,No,4,13.1,146.0,1
53,M,Finance,2,Divorced,3341.0,22,Yes,1,3.7,163.0,0
33,F,Engineering,2,Single,12013.0,18,No,2,2.5,111.0,0
20,F,Engineering,1,Married,18573.0,35,Yes,2,4.0,157.0,0
21,F,Sales,2,Married,5094.0,38,No,3,-0.6000000000000001,115.0,0
24,M,Sales,4,Married,7599.0,37,No,2,11.7,184.0,0
27,M,Engineering,1,Married,5732.0,9,Yes,3,6.4,18.0,0
46,F,Support,4,Single,16245.0,35,No,2,11.8,63.0,0
56,F,Finance,1,Married,14730.0,7,No,4,4.3,18.0,0
54,F,Finance,1,Married,5892.0,18,No,3,4.5,67.0,0
50,M,HR,3,Divorced,8154.0,19,No,4,23.9,51.0,0
52,F,Sales,2,Single,6355.0,34,No,1,14.6,195.0,0
50,F,Finance,1,Single,6600.0,36,Yes,3,30.200000000000003,137.0,0
53,F,Support,2,Married,4349.0,10,No,3,0.3999999999999999,61.0,0
28,F,Finance,2,Married,2971.0,4,No,3,1.0,63.0,0
61,F,Engineering,2,Married,2757.0,24,Yes,4,14.5,120.0,0
35,F,Engineering,3,Single,13627.0,16,No,3,2.2,161.0,0
46,M,Support,1,Married,5216.0,39,No,1,8.6,188.0,0
49,M,HR,3,Married,5627.0,5,No,4,5.0,37.0,0
32,F,Sales,2,Single,5318.0,38,No,3,22.7,19.0,1
28,F,Sales,3,Single,5682.0,25,No,3,12.3,160.0,0
55,F,Sales,1,Married,12165.0,29,No,2,6.4,3.0,0
41,F,Engineering,2,Married,4616.0,37,No,3,14.9,141.0,0
44,F,Finance,4,Married,3620.0,24,Yes,2,10.8,46.0,0
36,M,Engineering,3,Single,3955.0,24,No,2,8.7,191.0,1
38,F,Sales,4,Single,9753.0,36,No,3,16.7,110.0,0
52,F,Finance,4,Married,8995.0,17,No,3,12.0,175.0,0
63,F,Engineering,2,Single,2512.0,10,Yes,4,0.0,115.0,0
28,F,Sales,2,Single,13299.0,12,No,2,12.7,2.0,0
49,F,Finance,1,Single,4075.0,39,No,2,32.2,14.0,0
60,M,HR,3,Married,3806.0,8,No,4,9.2,172.0,0
33,M,Sales,4,Single,11388.0,28,No,3,4.2,199.0,0
23,F,Engineering,3,Single,12410.0,23,No,3,3.4000000000000004,143.0,0
61,F,HR,2,Married,9138.0,0,No,3,7.5,92.0,0
36,F,Engineering,1,Single,15964.0,17,No,4,5.5,35.0,0
